Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,14,"KOREA, REPUBLIC OF",36.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,SINGAPORE,29.0,0.0,28
JZI,Airlines,Online,Basic Plan,M,7,CHINA,22.0,7.7,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,42,SINGAPORE,10.0,0.0,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,31,HONG KONG,17.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,8,MALAYSIA,18.0,6.3,36
C2B,Airlines,Online,Bronze Plan,M,17,SINGAPORE,-16.0,4.0,23
C2B,Airlines,Online,Bronze Plan,M,7,SINGAPORE,23.4,5.85,52
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,54,THAILAND,16.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,36,SINGAPORE,33.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,20,JAPAN,70.0,0.0,36
TST,Travel Agency,Offline,Travel Cruise Protect,F,94,THAILAND,30.0,10.5,55
JZI,Airlines,Online,Basic Plan,M,21,HONG KONG,26.0,9.1,50
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,64,MALAYSIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,61,PHILIPPINES,18.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,17,"TAIWAN, PROVINCE OF CHINA",10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,CANADA,80.0,0.0,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,36,"KOREA, REPUBLIC OF",39.6,23.76,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,32,VIET NAM,20.0,0.0,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,34,MALAYSIA,29.7,17.82,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,CHINA,22.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,17,SINGAPORE,60.0,15.0,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,15,INDIA,80.0,0.0,36
C2B,Airlines,Online,Gold Plan,F,8,SINGAPORE,33.0,8.25,38
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,75,UNITED KINGDOM,80.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,40,HONG KONG,14.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,4,ITALY,39.6,23.76,31
C2B,Airlines,Online,Bronze Plan,M,9,SINGAPORE,21.0,5.25,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,15,NEPAL,72.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,66,UNITED STATES,68.0,0.0,40
JZI,Airlines,Online,Value Plan,M,9,HONG KONG,36.0,12.6,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,29,MALAYSIA,39.6,23.76,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,55,INDONESIA,21.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,23,THAILAND,20.0,0.0,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,VIET NAM,12.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,7,SINGAPORE,32.4,8.1,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,4,MALAYSIA,0.0,5.94,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,21,SWITZERLAND,22.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,9,VIET NAM,18.0,6.3,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,83,MALAYSIA,20.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,16,SINGAPORE,47.0,11.75,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,8,INDONESIA,29.7,17.82,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,52,SINGAPORE,15.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,58,PHILIPPINES,12.0,0.0,35
C2B,Airlines,Online,Silver Plan,F,26,SINGAPORE,88.5,22.13,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,2,MALAYSIA,0.0,11.88,53
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,35,ISRAEL,59.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,27,INDIA,21.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,5,MALAYSIA,0.0,23.76,46
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,100,UNITED KINGDOM,61.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,34,THAILAND,23.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,71,MALAYSIA,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,7,AUSTRALIA,0.0,17.82,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,69,UNITED KINGDOM,90.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,53,INDIA,53.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,17,CHINA,32.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,21,VIET NAM,23.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,THAILAND,10.0,0.0,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,VIET NAM,20.0,0.0,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,59,SPAIN,83.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,INDONESIA,10.0,0.0,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,SINGAPORE,46.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,INDONESIA,26.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,AUSTRALIA,34.0,0.0,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,39,UNITED STATES,58.0,0.0,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,35,INDONESIA,20.0,0.0,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,HONG KONG,23.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,42,SERBIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,34,CAMBODIA,13.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,10,VIET NAM,52.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,HONG KONG,12.0,0.0,50
SSI,Airlines,Online,Ticket Protector,Prefer not say,21,SINGAPORE,1.93,0.54,48
C2B,Airlines,Online,Silver Plan,M,16,SINGAPORE,56.5,14.13,23
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,76,THAILAND,23.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,24,CHINA,22.0,7.7,33
ART,Airlines,Online,24 Protect,F,46,PHILIPPINES,11.51,4.03,48
JZI,Airlines,Online,Basic Plan,M,21,VIET NAM,22.0,7.7,40
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,74,"KOREA, REPUBLIC OF",0.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,PHILIPPINES,36.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,JAPAN,13.0,0.0,25
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,20,JAPAN,35.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,66,PHILIPPINES,10.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,36,INDIA,37.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,43,MALAYSIA,19.8,11.88,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,103,CHINA,82.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,THAILAND,26.0,0.0,34
SSI,Airlines,Online,Ticket Protector,Prefer not say,6,SINGAPORE,1.67,0.47,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,20,MYANMAR,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,23,MALAYSIA,19.8,11.88,36
JZI,Airlines,Online,Basic Plan,F,26,THAILAND,37.0,12.95,37
JZI,Airlines,Online,Value Plan,F,81,"KOREA, REPUBLIC OF",45.0,15.75,23
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,74,SINGAPORE,40.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,PHILIPPINES,10.0,0.0,35
C2B,Airlines,Online,Bronze Plan,F,59,SINGAPORE,53.5,13.38,29
C2B,Airlines,Online,Bronze Plan,M,20,SINGAPORE,34.5,8.63,29
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,11,VIET NAM,20.0,0.0,40
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,7,THAILAND,43.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,INDONESIA,22.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,"KOREA, REPUBLIC OF",61.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,MALAYSIA,10.0,0.0,30
C2B,Airlines,Online,Bronze Plan,F,27,SINGAPORE,37.05,9.26,23
KML,Travel Agency,Online,Value Plan,M,39,INDONESIA,28.0,10.64,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,3,NETHERLANDS,29.7,17.82,31
RAB,Airlines,Online,Value Plan,F,7,BRUNEI DARUSSALAM,15.0,6.0,49
SSI,Airlines,Online,Ticket Protector,Prefer not say,4,SINGAPORE,4.12,1.16,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,30,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,13,SINGAPORE,9.9,5.94,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,23,INDONESIA,24.0,0.0,26
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,34,MONGOLIA,39.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,23,NETHERLANDS,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,15,SINGAPORE,30.0,0.0,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,THAILAND,22.0,0.0,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,VIET NAM,10.0,0.0,38
JZI,Airlines,Online,Basic Plan,F,27,CHINA,40.0,14.0,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,15,SOUTH AFRICA,0.0,17.82,25
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,32,JAPAN,26.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,7,INDONESIA,12.0,0.0,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,22,MALAYSIA,20.0,0.0,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,37,THAILAND,21.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,28,SINGAPORE,18.0,0.0,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,31,HONG KONG,21.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,28,SINGAPORE,50.4,12.6,42
JZI,Airlines,Online,Basic Plan,F,6,VIET NAM,22.0,7.7,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,23,VIET NAM,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,UNITED STATES,80.0,0.0,44
C2B,Airlines,Online,Silver Plan,F,19,SINGAPORE,72.0,18.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,26,VIET NAM,49.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,33,SINGAPORE,0.0,10.05,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,4,VIET NAM,10.0,0.0,25
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,40,CHINA,12.0,0.0,26
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,26,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,44,NETHERLANDS,80.0,0.0,54
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,39,INDONESIA,22.0,0.0,42
C2B,Airlines,Online,Bronze Plan,M,22,SINGAPORE,60.0,15.0,26
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,24,UNITED STATES,31.0,0.0,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,AUSTRALIA,52.0,0.0,36
C2B,Airlines,Online,Silver Plan,M,8,SINGAPORE,41.5,10.38,44
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,3,INDIA,20.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,14,SINGAPORE,12.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,15,VIET NAM,10.0,0.0,29
C2B,Airlines,Online,Bronze Plan,M,6,SINGAPORE,18.0,4.5,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,56,JAPAN,0.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,44,SINGAPORE,2.64,0.74,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,26,CHINA,35.0,0.0,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,30,FRANCE,29.7,17.82,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,20,CHINA,38.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,13,MALAYSIA,22.0,7.7,36
C2B,Airlines,Online,Bronze Plan,F,12,SINGAPORE,29.5,7.38,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,1,MALAYSIA,10.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,THAILAND,19.0,0.0,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,10,MALAYSIA,20.0,0.0,54
JZI,Airlines,Online,Basic Plan,F,87,INDONESIA,47.0,16.45,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,63,VIET NAM,17.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,"KOREA, REPUBLIC OF",38.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,32,AUSTRALIA,37.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,72,AUSTRALIA,19.8,11.88,28
SSI,Airlines,Online,Ticket Protector,Prefer not say,17,SINGAPORE,0.77,0.22,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,15,INDONESIA,9.9,5.94,32
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,15,CHINA,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,36,INDIA,20.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,24,THAILAND,19.8,11.88,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,INDIA,26.0,0.0,36
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,F,28,THAILAND,31.0,20.15,51
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,HONG KONG,18.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,6,HONG KONG,26.0,9.1,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,15,CHINA,29.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,17,SINGAPORE,40.0,10.0,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,12,MALAYSIA,39.6,23.76,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,CHINA,28.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,13,HONG KONG,26.0,9.1,24
JZI,Airlines,Online,Value Plan,F,6,CHINA,45.0,15.75,50
C2B,Airlines,Online,Bronze Plan,M,4,SINGAPORE,11.5,2.88,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,18,PHILIPPINES,33.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,23,UNITED KINGDOM,78.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,57,CHINA,21.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,28,HONG KONG,52.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,39,"TAIWAN, PROVINCE OF CHINA",16.0,0.0,36
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,F,12,AUSTRALIA,36.5,23.73,48
RAB,Airlines,Online,Value Plan,Prefer not say,4,BRUNEI DARUSSALAM,15.0,6.0,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,50,AUSTRALIA,39.6,23.76,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,44,MAURITIUS,74.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,43,THAILAND,22.0,7.7,34
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,32,MALAYSIA,16.0,0.0,24
SSI,Airlines,Online,Ticket Protector,Prefer not say,99,SINGAPORE,12.35,3.46,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,JAPAN,46.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,13,THAILAND,17.0,0.0,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,10,AUSTRALIA,39.6,23.76,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,3,THAILAND,23.0,0.0,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,9,CHINA,16.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,MYANMAR,11.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,80,"KOREA, REPUBLIC OF",29.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,38,AUSTRALIA,15.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,1,INDIA,26.0,0.0,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,49,JAPAN,51.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,THAILAND,36.0,0.0,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,74,THAILAND,22.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,HONG KONG,67.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,16,GERMANY,54.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,CHINA,10.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,6,HONG KONG,20.0,0.0,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,22,AUSTRIA,39.6,23.76,45
JZI,Airlines,Online,Basic Plan,M,75,INDONESIA,18.0,6.3,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,INDONESIA,25.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,49,HONG KONG,20.0,0.0,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,36,PHILIPPINES,22.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,CHINA,15.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,16,SINGAPORE,30.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,31,UNITED STATES,16.0,0.0,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,76,MALAYSIA,29.7,17.82,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,MALAYSIA,15.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,71,JAPAN,25.0,0.0,36
C2B,Airlines,Online,Gold Plan,M,7,SINGAPORE,33.5,8.38,34
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,72,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,4,SINGAPORE,31.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,PHILIPPINES,14.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,INDONESIA,28.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,23,UNITED KINGDOM,-9.9,5.94,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,9,UNITED STATES,53.0,0.0,51
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,MALAYSIA,20.0,0.0,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,27,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,28,CHINA,27.0,0.0,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,24,FRANCE,45.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,AUSTRALIA,39.0,0.0,53
JZI,Airlines,Online,Basic Plan,F,21,MALAYSIA,18.0,6.3,27
C2B,Airlines,Online,Bronze Plan,F,27,SINGAPORE,47.0,11.75,44
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,76,PHILIPPINES,33.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,43,JAPAN,45.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,90,SINGAPORE,54.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,1,MALAYSIA,19.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,27,THAILAND,10.0,0.0,33
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,UNITED STATES,10.0,0.0,33
JZI,Airlines,Online,Basic Plan,M,8,THAILAND,18.0,6.3,55
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,25,SOUTH AFRICA,39.6,23.76,31
C2B,Airlines,Online,Silver Plan,F,13,SINGAPORE,57.0,14.25,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,4,HONG KONG,30.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,52,THAILAND,39.0,0.0,46
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,INDIA,13.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,THAILAND,45.0,0.0,43
C2B,Airlines,Online,Bronze Plan,M,14,SINGAPORE,34.5,8.63,24
JZI,Airlines,Online,Basic Plan,F,29,INDONESIA,22.0,7.7,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,MALAYSIA,36.0,0.0,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,29,CHINA,30.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,76,"KOREA, REPUBLIC OF",54.0,0.0,36
RAB,Airlines,Online,Value Plan,M,56,HONG KONG,23.0,9.2,32
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,75,ITALY,20.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,50,MALAYSIA,39.6,23.76,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,MALAYSIA,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,87,JAPAN,44.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,99,MALAYSIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,31,CHINA,23.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,24,HONG KONG,19.0,0.0,36
ART,Airlines,Online,24 Protect,M,2,PHILIPPINES,16.38,5.73,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,3,SINGAPORE,19.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,3,CHINA,45.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,71,INDONESIA,13.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,33,MALAYSIA,13.0,0.0,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,49,CHINA,26.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,55,PHILIPPINES,84.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,20,SINGAPORE,40.5,10.13,40
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,FRANCE,43.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,60,PHILIPPINES,37.0,12.95,46
SSI,Airlines,Online,Ticket Protector,Prefer not say,31,SINGAPORE,1.35,0.38,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,2,MALAYSIA,20.0,0.0,42
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,5,VIET NAM,21.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,77,HONG KONG,19.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,6,SINGAPORE,27.75,6.94,43
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,PHILIPPINES,29.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,55,PHILIPPINES,37.0,12.95,45
C2B,Airlines,Online,Bronze Plan,M,36,SINGAPORE,80.6,20.15,27
JZI,Airlines,Online,Basic Plan,F,20,"KOREA, REPUBLIC OF",35.0,12.25,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,53,JAPAN,33.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,19,SINGAPORE,17.55,4.39,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,3,MALAYSIA,19.8,11.88,49
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,56,CHINA,14.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,CHINA,21.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,43,THAILAND,20.0,0.0,31
JZI,Airlines,Online,Basic Plan,M,45,THAILAND,22.0,7.7,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,SINGAPORE,35.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,98,MALAYSIA,29.7,17.82,30
